Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time
15	196.6	16.032467	227.0	176.0	202.2	32.691895	278.0	162.0	196.6	202.2	29999	37.767773	13.459642	50.22273	-7.8653893	37.767998	13.46129	50.702454	-7.325731	-0.081307076	0.84378403	3.4495015	-7.4323354	-38.453075	2.6074238	166.57299184799194
16	188.81818	23.995523	242.0	166.0	183.1	24.238194	219.0	145.0	188.81818	183.1	31999	37.93629	13.160915	50.180653	-7.31211	37.93661	13.16123	50.47294	-7.4408455	-0.088660836	0.8428097	4.642824	-7.5876307	-38.58582	2.5933642	181.15359139442444
17	182.27272	21.616875	233.0	151.0	175.5	12.363253	201.0	162.0	182.27272	175.5	33999	38.01798	12.994559	50.10734	-8.641523	38.017937	12.99511	50.580395	-8.321444	-0.1173542	0.83491766	3.618938	-7.597556	-38.646954	2.4835324	194.34985423088074
18	185.4	16.29233	214.0	159.0	194.7	35.46562	285.0	149.0	185.4	194.7	35999	38.124035	12.84218	50.21778	-8.453807	38.124092	12.842741	50.258522	-7.792817	-0.12978297	0.83460224	4.0791783	-7.179758	-38.71606	2.4375265	208.6543164253235
19	187.27272	21.418304	227.0	149.0	206.4	29.38435	267.0	156.0	187.27272	206.4	37999	38.264885	12.773558	50.509655	-9.980663	38.26493	12.773674	50.266777	-9.024388	-0.1535057	0.82597697	4.112685	-8.711447	-38.814365	2.26999	221.8774757385254
20	181.27272	19.716587	227.0	155.0	180.7	25.139809	245.0	156.0	181.27272	180.7	39999	38.32312	12.807256	50.396782	-10.552656	38.323185	12.80595	50.190598	-11.70996	-0.16558625	0.8098692	4.0054293	-7.5584764	-38.82403	2.2254658	234.8128535747528
21	186.54546	34.075752	274.0	145.0	187.6	18.478096	215.0	158.0	186.54546	187.6	41999	38.425327	12.761976	50.204784	-9.726801	38.425354	12.762637	50.61142	-10.197437	-0.1525748	0.8164997	4.05258	-8.9696045	-38.938473	2.112996	246.3303382396698
22	182.27272	20.383108	225.0	151.0	177.2	14.489997	196.0	146.0	182.27272	177.2	43999	38.483166	12.854218	50.319515	-9.489558	38.483284	12.853547	50.30186	-8.666513	-0.17065696	0.81834334	4.107553	-7.155596	-38.957897	1.9960711	259.94120812416077
23	175.72728	24.143852	216.0	149.0	177.3	6.9	187.0	163.0	175.72728	177.3	45999	38.62436	12.856138	50.563324	-8.47703	38.624523	12.856723	50.79101	-8.280079	-0.17521147	0.8200808	4.891588	-7.2656918	-39.087975	1.9088799	274.8619546890259
24	177.08333	36.35349	284.0	143.0	179.5	9.319335	202.0	168.0	177.08333	179.5	47999	38.723232	12.903976	50.560463	-7.68305	38.72325	12.904067	50.614388	-7.913721	-0.18641397	0.8134519	4.430298	-7.847916	-39.163826	1.8804929	288.4812705516815
25	178.72728	23.768164	233.0	146.0	178.8	10.037928	205.0	166.0	178.72728	178.8	49999	38.791855	12.931235	50.728554	-7.4647627	38.79211	12.93113	50.789738	-8.037608	-0.19547006	0.805779	5.2386293	-8.380964	-39.22385	1.7210355	301.0769474506378
26	169.0	18.986837	214.0	137.0	192.3	43.282906	308.0	154.0	169.0	192.3	51999	38.812443	12.936176	50.55276	-8.071874	38.81248	12.936644	50.815037	-8.11102	-0.21478233	0.7917748	4.929695	-8.954997	-39.227814	1.6893597	313.8785083293915
27	171.45454	24.562958	233.0	148.0	171.5	13.44061	194.0	157.0	171.45454	171.5	53999	38.672287	13.031455	51.00499	-8.7753	38.672108	13.0326185	51.12062	-7.7256594	-0.21425217	0.7991507	4.6891513	-6.226441	-39.084	1.6969073	327.8822605609894
28	171.75	15.599813	200.0	147.0	181.6	24.405737	226.0	156.0	171.75	181.6	55999	38.654984	13.064991	51.009686	-8.95759	38.655064	13.065779	51.216324	-8.204966	-0.22380103	0.78291386	5.095678	-8.222612	-39.035664	1.5829777	342.04256558418274
29	181.90909	26.86483	239.0	145.0	190.3	31.321081	271.0	162.0	181.90909	190.3	57999	38.713245	13.081541	50.820515	-10.258626	38.71328	13.082221	51.073647	-9.287281	-0.2164089	0.78808796	4.281824	-8.649822	-39.090492	1.5656971	355.0275528430939
30	176.45454	23.22367	226.0	143.0	181.5	15.094701	213.0	157.0	176.45454	181.5	59999	38.721176	13.064886	50.972706	-9.608238	38.72113	13.065854	51.352192	-9.164192	-0.22517596	0.77969855	4.521249	-7.342932	-39.070858	1.4971093	367.41154432296753
31	173.33333	19.41792	228.0	156.0	164.3	10.479027	185.0	151.0	173.33333	164.3	61999	38.710583	13.074293	51.30335	-8.013265	38.71048	13.075115	51.419476	-7.9748316	-0.21418275	0.7788375	4.708513	-7.56102	-39.05246	1.3816804	379.6738760471344
32	181.0	26.601435	236.0	154.0	197.7	33.938324	255.0	156.0	181.0	197.7	63999	38.62519	13.11076	51.197002	-7.5542817	38.625145	13.111063	51.152534	-7.559709	-0.23918313	0.7631849	4.9509444	-7.5695534	-38.975147	1.3007617	393.3707239627838
33	216.55556	39.872326	294.0	173.0	230.9	45.787445	321.0	169.0	216.55556	230.9	65999	38.55267	13.164053	51.491257	-7.0434527	38.55283	13.164948	51.239315	-7.1836114	-0.25195664	0.7550551	4.628841	-8.1971035	-38.890354	1.3099843	406.1895842552185
34	186.09091	28.26644	234.0	151.0	222.8	44.255623	305.0	160.0	186.09091	222.8	67999	38.62491	13.066004	51.050175	-7.3913755	38.62489	13.067542	51.339798	-7.47457	-0.27335212	0.74961495	4.088498	-6.7683406	-38.945026	1.1849805	419.64964532852173
35	183.09091	23.082676	224.0	150.0	202.0	27.39708	258.0	166.0	183.09091	202.0	69999	38.53252	13.066675	51.021248	-6.6283674	38.532257	13.067427	51.207935	-6.4062734	-0.2826054	0.73315996	4.205415	-7.4724655	-38.842976	1.2052679	431.95911717414856
36	178.09091	24.291615	228.0	145.0	215.4	31.721287	279.0	183.0	178.09091	215.4	71999	38.448467	13.107574	51.09502	-7.637276	38.448555	13.108159	51.224957	-7.198046	-0.27762532	0.7399363	3.5057583	-7.238113	-38.74562	1.1054595	444.22456312179565
37	187.81818	32.43404	273.0	163.0	219.7	36.592487	313.0	176.0	187.81818	219.7	73999	38.466698	13.119238	51.461178	-6.727285	38.466663	13.120138	51.1703	-7.1925025	-0.2982361	0.72679067	3.6724281	-9.389165	-38.7595	1.1238186	457.33954310417175
38	194.7	30.473104	248.0	154.0	186.9	39.249077	298.0	157.0	194.7	186.9	75999	38.491623	13.086547	51.072197	-8.187715	38.491516	13.08805	51.23262	-7.6234956	-0.2928733	0.7238183	4.281214	-6.544483	-38.785107	1.0859704	469.86704754829407
39	183.54546	29.687351	242.0	149.0	204.0	46.840153	288.0	148.0	183.54546	204.0	77999	38.46518	13.071637	51.147976	-7.878824	38.465187	13.071275	51.1812	-7.600589	-0.28292724	0.72918344	3.7956767	-8.052129	-38.72972	1.0842142	482.3851685523987
40	168.66667	19.323273	211.0	142.0	220.5	51.902313	345.0	163.0	168.66667	220.5	79999	38.447857	13.056837	51.19058	-7.7060714	38.448063	13.057449	51.31338	-7.274104	-0.30779174	0.71751606	3.7286212	-7.556006	-38.72233	1.0473816	495.51584649086
41	185.0	26.642073	239.0	153.0	223.8	29.46116	279.0	182.0	185.0	223.8	81999	38.37007	13.106464	51.117897	-7.5840955	38.370026	13.107005	51.386635	-6.3498044	-0.2792552	0.73075116	4.2278266	-6.8491645	-38.6332	0.99766684	508.67388892173767
42	184.0	25.352066	235.0	151.0	227.9	71.49189	416.0	162.0	184.0	227.9	83999	38.415035	13.068607	51.14973	-5.8338766	38.41478	13.069114	51.264645	-5.972809	-0.2995521	0.72177535	4.3732796	-9.249469	-38.681602	0.9202267	521.8584501743317
43	195.9	16.26315	222.0	174.0	221.7	83.1866	404.0	154.0	195.9	221.7	85999	38.4293	13.015974	51.351097	-7.9940085	38.429413	13.01557	51.35345	-7.662251	-0.3028494	0.70641685	5.1117215	-7.294357	-38.680454	0.95604646	537.0414555072784
44	197.18182	49.069187	336.0	152.0	234.9	42.11995	319.0	176.0	197.18182	234.9	87999	38.427536	13.066088	51.333942	-8.52376	38.427383	13.066979	51.34701	-7.4400105	-0.28171197	0.728424	4.880276	-10.441104	-38.67093	0.98384684	551.0406293869019
45	185.9	25.28814	222.0	147.0	244.1	74.868484	439.0	170.0	185.9	244.1	89999	38.404793	13.103001	51.347202	-6.8866873	38.40489	13.103377	51.470676	-6.127271	-0.31526998	0.70929563	4.536269	-9.151867	-38.647156	0.9420279	566.1207444667816
46	180.58333	23.05594	233.0	149.0	246.9	47.825623	326.0	173.0	180.58333	246.9	91999	38.416348	13.066522	51.31799	-6.9316053	38.416218	13.066538	51.51767	-6.570025	-0.32856295	0.6948095	4.753336	-7.1381793	-38.653	0.83895445	579.8203480243683
47	211.33333	45.694637	318.0	162.0	252.8	54.662235	341.0	188.0	211.33333	252.8	93999	38.38283	13.095471	51.250492	-8.627427	38.382782	13.096399	51.381695	-7.9792404	-0.3323278	0.6952351	4.251465	-7.506978	-38.617016	0.91615635	594.4428510665894
48	189.81818	41.20419	284.0	140.0	222.2	41.07262	292.0	158.0	189.81818	222.2	95999	38.51139	12.962226	51.257915	-6.652798	38.5114	12.962399	51.474014	-6.2388315	-0.3435778	0.6849394	4.8149114	-9.194029	-38.731373	0.8784691	607.8837397098541
49	182.0	31.826233	262.0	146.0	244.6	61.39251	363.0	174.0	182.0	244.6	97999	38.426727	13.023364	51.414867	-8.737436	38.42677	13.023495	51.277092	-7.6949325	-0.3580497	0.6739573	2.7644703	-6.4298387	-38.652733	0.78746855	623.1462209224701
50	190.8	39.921925	288.0	152.0	248.1	40.21306	312.0	191.0	190.8	248.1	99999	38.36898	13.063733	51.335896	-7.6741934	38.36909	13.064118	51.414642	-7.553794	-0.33380702	0.689514	3.881882	-7.5644608	-38.589508	0.83106655	638.4791948795319
51	239.125	50.68145	317.0	186.0	230.3	65.87116	408.0	163.0	239.125	230.3	101999	38.453606	13.09013	51.271305	-7.191463	38.45367	13.090207	51.31314	-6.607454	-0.33947697	0.68498117	3.9816327	-9.252712	-38.670593	0.7311604	652.6454360485077
52	213.1	41.027916	286.0	166.0	235.7	54.605953	334.0	172.0	213.1	235.7	103999	38.444736	13.1116705	51.35306	-6.632727	38.444675	13.11223	51.35584	-5.848065	-0.33250046	0.6880279	4.332356	-7.825444	-38.650486	0.75152516	666.3981757164001
53	196.9	28.637213	247.0	152.0	243.2	37.833317	304.0	195.0	196.9	243.2	105999	38.51546	13.076668	51.354294	-8.65936	38.515385	13.077426	51.65334	-7.813603	-0.33020204	0.6834308	4.101316	-6.922431	-38.72507	0.7544012	680.6769685745239
54	229.0	57.870544	364.0	147.0	241.9	49.858704	312.0	158.0	229.0	241.9	107999	38.531868	13.063851	51.428783	-6.4764376	38.53194	13.063676	51.379482	-6.8610983	-0.34449434	0.67587304	4.400262	-8.084285	-38.749092	0.7132318	695.0338754653931
55	224.3	42.44773	282.0	176.0	276.9	64.85746	429.0	208.0	224.3	276.9	109999	38.629143	13.054666	51.312515	-6.117461	38.629246	13.054797	51.56656	-5.5008216	-0.35997987	0.6677447	4.1072626	-6.38031	-38.83708	0.73280984	709.2351582050323
56	177.72728	14.485673	203.0	148.0	267.7	56.386257	394.0	199.0	177.72728	267.7	111999	38.67922	13.020894	51.545475	-8.117813	38.67916	13.021041	51.51425	-6.3163238	-0.34491378	0.6799552	4.6820984	-8.239189	-38.884922	0.71121633	722.9254777431488
57	252.75	75.20929	361.0	175.0	286.1	66.38742	401.0	174.0	252.75	286.1	113999	38.66868	13.075448	51.431355	-7.62483	38.668667	13.075768	51.491222	-6.79703	-0.33928323	0.67793894	3.5962236	-8.207971	-38.866486	0.6844435	737.0522277355194
58	246.875	61.79692	378.0	181.0	305.4	62.00677	398.0	223.0	246.875	305.4	115999	38.75308	13.053789	51.532764	-8.859051	38.753204	13.054244	51.55862	-7.1608896	-0.34034595	0.6742318	5.0833144	-8.62548	-38.947605	0.6847519	751.2400863170624
59	206.66667	32.70406	277.0	155.0	284.6	76.70489	414.0	175.0	206.66667	284.6	117999	38.798645	13.028066	51.610886	-7.588058	38.79865	13.02827	51.9157	-7.099603	-0.37564418	0.653988	3.667231	-6.937973	-38.99226	0.7294734	764.8543100357056
60	204.1	26.662521	246.0	171.0	275.7	79.63548	459.0	200.0	204.1	275.7	119999	38.777203	13.144917	51.572224	-8.044396	38.777107	13.14489	51.539833	-7.592971	-0.356258	0.6718967	3.5329561	-9.864769	-38.976444	0.6332525	778.3250217437744
61	227.44444	46.166634	331.0	183.0	257.8	58.18213	401.0	201.0	227.44444	257.8	121999	38.774063	13.129583	51.533096	-7.659053	38.77407	13.129331	51.73314	-6.1386714	-0.34901384	0.6705199	5.850783	-7.6052537	-38.96958	0.67912984	791.5202112197876
62	237.5	40.28337	313.0	182.0	262.7	52.74097	352.0	174.0	237.5	262.7	123999	38.862015	13.112427	51.583153	-8.199908	38.86205	13.112835	51.744576	-7.4915156	-0.36178595	0.667541	6.2802997	-11.378511	-39.055412	0.6269006	805.1486022472382
63	243.88889	38.158863	288.0	164.0	303.4	94.72191	459.0	193.0	243.88889	303.4	125999	38.935997	13.10478	51.635796	-7.4315023	38.935974	13.105227	51.688538	-6.4772954	-0.3749584	0.6466843	3.4243882	-6.6710253	-39.133583	0.6680566	819.6006984710693
64	224.11111	74.0772	429.0	171.0	349.0	82.54453	480.0	212.0	224.11111	349.0	127999	38.949085	13.124648	51.821926	-6.600212	38.949093	13.1248045	51.775845	-5.994868	-0.3528198	0.672726	3.8602595	-7.777848	-39.14272	0.6231729	834.3083965778351
65	285.0	54.845238	347.0	165.0	334.1	63.27946	448.0	277.0	285.0	334.1	129999	39.00281	13.110469	51.721832	-6.5823183	39.002716	13.111121	52.001457	-4.967784	-0.37603763	0.65075374	2.8345146	-7.6116457	-39.18871	0.62425125	849.6815257072449
66	284.7143	107.51042	478.0	161.0	351.2	96.634155	493.0	212.0	284.7143	351.2	131999	39.151684	13.107445	51.79287	-7.0142283	39.151787	13.107225	51.890785	-6.3925843	-0.3549208	0.6634004	4.6582227	-8.8230505	-39.330452	0.5639325	863.7137732505798
67	277.2857	89.928085	453.0	176.0	314.7	34.623837	381.0	269.0	277.2857	314.7	133999	39.207787	13.106302	51.82496	-5.9773064	39.20789	13.106166	52.075825	-5.498731	-0.3573703	0.6617569	7.0904026	-6.6764364	-39.380608	0.5818813	879.9713099002838
68	279.57144	46.355328	335.0	195.0	359.4	62.73468	442.0	271.0	279.57144	359.4	135999	39.276012	13.15911	52.032806	-5.7659197	39.27594	13.159661	52.241837	-6.548436	-0.3463299	0.66863406	3.084153	-6.7919216	-39.44944	0.6005873	895.5123286247253
69	272.85715	74.17052	403.0	191.0	311.8	72.13016	421.0	197.0	272.85715	311.8	137999	39.347054	13.193976	52.10245	-7.485116	39.347107	13.193973	52.053127	-7.365905	-0.3428974	0.6744142	3.7010078	-8.440081	-39.5309	0.5968694	909.8396029472351
70	354.0	89.673485	483.0	249.0	369.6	81.741295	500.0	226.0	354.0	369.6	139999	39.456493	13.159365	52.081738	-7.0889215	39.456482	13.15928	52.158524	-6.8391747	-0.34886247	0.67168385	5.053629	-8.120826	-39.634296	0.54996747	924.2520551681519
71	283.83334	50.775375	365.0	222.0	381.1	92.99833	500.0	233.0	283.83334	381.1	141999	39.564995	13.121451	52.23062	-5.9060845	39.564957	13.121413	52.25061	-5.9121795	-0.35960189	0.6634218	8.308842	-7.416057	-39.735493	0.49420434	938.1957397460938
72	338.85715	123.0661	500.0	162.0	466.9	68.56887	500.0	284.0	338.85715	466.9	143999	39.62062	13.179065	52.190945	-8.191039	39.620556	13.1791725	52.378082	-6.9054337	-0.36399776	0.6577925	4.3389654	-6.8296413	-39.795326	0.60732764	953.5206444263458
73	386.25	76.29015	500.0	290.0	500.0	0.0	500.0	500.0	386.25	500.0	145999	39.726864	13.148225	52.2616	-6.5865917	39.72685	13.148372	52.258934	-6.77973	-0.36828133	0.6528213	3.568309	-7.029464	-39.902626	0.56864744	968.1725096702576
74	389.83334	105.95505	500.0	195.0	483.9	28.22924	500.0	426.0	389.83334	483.9	147999	39.854794	13.101756	52.202164	-5.856746	39.854725	13.101744	52.274345	-7.8323207	-0.3691731	0.65503424	4.3168097	-8.233689	-40.024044	0.68302834	983.9620368480682
75	434.0	114.31535	500.0	236.0	451.5	63.112995	500.0	349.0	434.0	451.5	149999	39.9233	13.167952	52.371513	-6.515273	39.92325	13.167875	52.588665	-5.072535	-0.35938588	0.66967225	4.2749467	-13.95603	-40.09532	0.7079778	999.5074722766876
76	337.33334	84.977776	500.0	224.0	331.6	77.299675	451.0	218.0	337.33334	331.6	151999	40.096188	13.080268	52.321133	-7.7602806	40.09626	13.08011	52.812847	-6.204825	-0.3668612	0.656914	10.2400675	-7.2776623	-40.274925	0.8351941	1013.2928321361542
77	317.16666	130.93181	500.0	185.0	496.5	10.5	500.0	465.0	317.16666	496.5	153999	40.124546	13.0911	52.47949	-7.825955	40.124634	13.09149	52.67995	-8.449868	-0.36803013	0.65704626	3.2418015	-8.120513	-40.29837	0.7158583	1027.6461095809937
78	365.16666	110.887955	500.0	202.0	500.0	0.0	500.0	500.0	365.16666	500.0	155999	40.102432	13.190028	52.434956	-5.9005265	40.102493	13.190444	52.705177	-5.7823434	-0.3366953	0.67411226	3.752494	-7.637018	-40.273304	0.6747609	1042.4799530506134
79	449.75	67.861534	500.0	335.0	500.0	0.0	500.0	500.0	449.75	500.0	157999	40.274364	13.122479	52.528282	-7.496164	40.274357	13.122436	52.578136	-5.975426	-0.35448173	0.6666774	4.9120364	-7.670965	-40.44299	0.7567468	1058.1377320289612
80	494.4	11.2	500.0	472.0	500.0	0.0	500.0	500.0	494.4	500.0	159999	40.486282	13.07699	52.463127	-6.341247	40.486282	13.076972	52.626595	-7.44133	-0.33367103	0.6677114	4.1177096	-7.3426137	-40.6472	0.77107805	1073.695256471634
81	486.75	22.949673	500.0	447.0	500.0	0.0	500.0	500.0	486.75	500.0	161999	40.541313	13.132343	52.49777	-8.7213	40.541283	13.1332	52.64979	-8.447041	-0.34528118	0.6682895	3.6623995	-8.537785	-40.704945	0.62555873	1088.2765703201294
82	500.0	0.0	500.0	500.0	500.0	0.0	500.0	500.0	500.0	500.0	163999	40.719017	13.073592	52.652866	-5.503925	40.71899	13.073417	52.747677	-5.645789	-0.34155786	0.66688436	5.0037355	-7.402785	-40.88716	0.8618185	1103.021465063095
83	500.0	0.0	500.0	500.0	500.0	0.0	500.0	500.0	500.0	500.0	165999	40.885612	13.023708	52.435856	-8.059214	40.88587	13.023982	52.60808	-6.8250275	-0.34722024	0.6707958	3.683783	-7.1781416	-41.050266	1.173905	1117.8399496078491
84	400.8	124.64093	500.0	208.0	500.0	0.0	500.0	500.0	400.8	500.0	167999	40.968044	12.994222	52.49468	-5.3302884	40.967968	12.994521	52.589012	-5.06558	-0.3535814	0.6687344	3.9944828	-10.051557	-41.13407	0.8579921	1132.7843317985535
85	471.5	32.81387	500.0	420.0	500.0	0.0	500.0	500.0	471.5	500.0	169999	41.0395	12.966821	52.50213	-7.492484	41.039486	12.967215	52.722065	-6.609773	-0.33387038	0.67534	3.7616644	-7.2558517	-41.195484	1.5013372	1147.4234428405762
86	488.5	19.918585	500.0	454.0	500.0	0.0	500.0	500.0	488.5	500.0	171999	41.084465	12.899883	52.281548	-8.3405	41.084515	12.900318	52.355133	-10.164752	-0.33693153	0.6797972	3.0985098	-8.542243	-41.242188	1.5807061	1161.924681186676
87	390.2	96.69829	500.0	280.0	500.0	0.0	500.0	500.0	390.2	500.0	173999	41.231304	12.858184	52.259262	-6.894545	41.231163	12.858798	52.49122	-6.399013	-0.35967597	0.6633696	3.777235	-7.3738112	-41.39139	1.2071701	1176.303691625595
88	500.0	0.0	500.0	500.0	500.0	0.0	500.0	500.0	500.0	500.0	175999	41.328823	12.819444	52.30662	-7.3524165	41.328815	12.819811	52.30443	-6.977455	-0.34981444	0.6662018	3.8273363	-7.042719	-41.476803	1.5259134	1190.8171837329865
89	500.0	0.0	500.0	500.0	500.0	0.0	500.0	500.0	500.0	500.0	177999	41.375835	12.74467	52.282253	-6.938695	41.375866	12.744679	52.48988	-6.4141836	-0.3563803	0.667356	3.9641144	-9.875202	-41.52721	1.9468082	1205.3072910308838
90	490.0	17.320509	500.0	460.0	500.0	0.0	500.0	500.0	490.0	500.0	179999	41.385216	12.772633	52.41281	-4.919778	41.38516	12.772667	52.411728	-5.7797413	-0.36515638	0.6489911	5.672282	-7.0318227	-41.535492	1.4144429	1220.2319731712341
91	402.6	120.37541	500.0	231.0	500.0	0.0	500.0	500.0	402.6	500.0	181999	41.46711	12.722386	52.18351	-6.9563956	41.46712	12.722564	52.11681	-8.304264	-0.3745762	0.6480081	3.7360058	-6.743454	-41.61277	1.4341753	1234.3250675201416
92	495.75	7.361216	500.0	483.0	500.0	0.0	500.0	500.0	495.75	500.0	183999	41.505283	12.601621	52.022236	-7.735936	41.5052	12.601849	52.27171	-7.9035354	-0.35924128	0.6609241	3.5926814	-6.3333435	-41.653683	2.228674	1249.3502967357635
93	376.33334	90.23057	500.0	283.0	500.0	0.0	500.0	500.0	376.33334	500.0	185999	41.527992	12.574109	51.965683	-4.7552214	41.528065	12.574075	52.063236	-7.0870605	-0.37086374	0.6602036	3.5671687	-7.649523	-41.67264	1.3593172	1264.3237400054932
94	453.25	80.97337	500.0	313.0	500.0	0.0	500.0	500.0	453.25	500.0	187999	41.534405	12.626853	51.93515	-8.905282	41.53445	12.627405	52.176544	-9.034776	-0.37354112	0.6457972	3.9465125	-7.575511	-41.674107	1.8879508	1277.0442349910736
95	409.0	112.43843	500.0	249.0	500.0	0.0	500.0	500.0	409.0	500.0	189999	41.624138	12.587875	52.02145	-6.5893035	41.624187	12.587693	52.017277	-5.2055707	-0.37737554	0.6523447	3.073511	-6.556243	-41.768623	1.5470595	1291.7790758609772
96	500.0	0.0	500.0	500.0	500.0	0.0	500.0	500.0	500.0	500.0	191999	41.818264	12.500766	51.79368	-6.6964498	41.81816	12.500734	51.99093	-6.403097	-0.37463126	0.63667387	3.8178244	-6.7534347	-41.96243	1.4755028	1306.6906476020813
97	425.2	86.017204	500.0	284.0	500.0	0.0	500.0	500.0	425.2	500.0	193999	41.83497	12.46066	51.835594	-7.516913	41.83492	12.461571	52.03844	-7.797285	-0.38613477	0.6353673	3.2702196	-6.429231	-41.97642	1.865637	1320.7488505840302
98	429.0	93.94413	500.0	271.0	500.0	0.0	500.0	500.0	429.0	500.0	195999	41.83305	12.4734535	51.75131	-6.1795325	41.832954	12.473477	51.860283	-4.90872	-0.37195218	0.6437449	2.7646565	-7.6372237	-41.96575	1.9601333	1335.212073802948
99	474.75	34.622066	500.0	416.0	500.0	0.0	500.0	500.0	474.75	500.0	197999	41.88003	12.407221	51.629745	-6.406252	41.88004	12.40793	51.90063	-5.971514	-0.37396184	0.6501114	2.961815	-7.5478272	-42.02429	2.21581	1349.5496366024017
100	392.8	89.34741	500.0	252.0	500.0	0.0	500.0	500.0	392.8	500.0	199999	41.936523	12.382481	51.767693	-6.4689116	41.936577	12.382794	51.772263	-5.4126816	-0.36975908	0.6565153	3.1687973	-8.459213	-42.071445	1.9127009	1365.9579889774323
