Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time
11	183.0	38.998833	253.0	127.0	232.5	30.05079	269.0	176.0	183.0	232.5	21999	40.122555	14.67397	52.590763	-11.230726	40.122158	14.673169	52.756226	-13.127402	0.022911262	0.8774294	4.553505	-8.238489	-41.14377	4.6026525	116.84057664871216
12	190.5	27.702888	241.0	146.0	202.0	28.962044	275.0	169.0	190.5	202.0	23999	39.894234	15.131544	52.621407	-45.351925	39.892654	15.132371	52.77737	-44.214485	-0.0045352345	0.90076476	28.400045	-8.892879	-40.829845	4.4884267	127.82769441604614
13	196.3	20.189354	237.0	154.0	229.4	11.456004	248.0	207.0	196.3	229.4	25999	39.801205	14.895491	52.731102	-23.8829	39.800034	14.897501	52.81505	-21.42345	-0.017000463	0.8917514	4.656727	-6.944146	-40.679356	3.7728372	140.74698448181152
14	217.33333	33.502903	297.0	182.0	199.4	14.24921	228.0	178.0	217.33333	199.4	27999	39.397453	14.553382	52.506886	-11.280601	39.39645	14.553637	52.81167	-11.141704	-0.0791995	0.8765024	4.5848284	-8.594665	-40.22541	3.4982843	153.56879591941833
15	215.7	22.140686	260.0	183.0	206.1	15.267285	228.0	188.0	215.7	206.1	29999	39.1681	14.011254	52.36335	-11.586684	39.167458	14.013058	52.34556	-10.052367	-0.1032767	0.86384124	4.645513	-7.329861	-39.909775	3.171804	165.70421242713928
16	205.33333	36.866123	291.0	170.0	168.8	8.840815	182.0	155.0	205.33333	168.8	31999	39.130695	13.481743	52.24126	-9.657962	39.130142	13.481984	52.626274	-8.482621	-0.13552324	0.85605896	5.713665	-8.09762	-39.819477	3.043706	177.40047812461853
17	194.09091	22.777397	237.0	164.0	185.9	15.744523	217.0	167.0	194.09091	185.9	33999	38.953236	13.089143	52.007336	-8.848022	38.952946	13.089462	51.90346	-8.5615425	-0.13245909	0.85244477	4.6193194	-7.2545013	-39.616337	2.7811754	189.48054361343384
18	202.33333	32.60879	257.0	163.0	280.3	31.837242	321.0	195.0	202.33333	280.3	35999	38.912823	12.821927	51.729435	-9.199042	38.912907	12.821423	51.732075	-9.290144	-0.15733711	0.83778304	4.5170155	-9.0086	-39.529	2.6711943	201.692528963089
19	223.77777	33.769733	281.0	171.0	193.3	7.9755874	203.0	180.0	223.77777	193.3	37999	38.87886	12.644295	51.2375	-12.388399	38.87889	12.641813	51.423634	-10.414287	-0.15590435	0.8429557	7.282144	-10.652586	-39.459126	2.5886633	213.7700116634369
20	207.6	25.23965	248.0	176.0	202.4	27.50709	276.0	176.0	207.6	202.4	39999	38.93586	12.511049	51.218014	-14.916796	38.935524	12.507717	51.058823	-12.592205	-0.16001768	0.83115166	5.3449774	-7.8886437	-39.482388	2.4520938	225.67276239395142
21	230.625	44.77426	297.0	171.0	166.8	11.677328	189.0	149.0	230.625	166.8	41999	39.035	12.405831	51.373566	-14.545069	39.034687	12.403373	51.05092	-13.235499	-0.1706085	0.8197992	3.5702057	-12.137156	-39.555176	2.3094306	237.33036494255066
22	280.625	102.38156	474.0	174.0	198.7	9.818859	216.0	185.0	280.625	198.7	43999	39.126003	12.413495	51.287712	-13.412908	39.125847	12.411035	51.569397	-14.375575	-0.16637786	0.8120024	5.3241305	-7.3834205	-39.627934	2.3101099	248.80016422271729
23	174.81818	17.193117	203.0	147.0	183.0	13.015375	216.0	172.0	174.81818	183.0	45999	39.28829	12.405579	51.416203	-15.658322	39.28821	12.402092	51.71217	-13.818025	-0.1511023	0.8067702	6.780749	-7.842748	-39.765438	2.1233282	260.902161359787
24	204.4	47.644936	313.0	143.0	169.7	8.866228	183.0	155.0	204.4	169.7	47999	39.3342	12.49479	51.334286	-17.116194	39.33405	12.492519	51.282322	-16.12253	-0.1461315	0.80729234	3.6312156	-8.468447	-39.807632	2.0993562	273.1054353713989
25	185.90909	24.504005	236.0	155.0	170.3	7.1700764	182.0	156.0	185.90909	170.3	49999	39.366917	12.640598	51.57877	-15.7564	39.36682	12.637029	51.734577	-14.909295	-0.14099798	0.8062772	4.7413535	-8.476092	-39.81646	2.1041386	285.2157492637634
26	194.66667	31.026869	265.0	156.0	412.3	133.99706	500.0	202.0	194.66667	412.3	51999	39.52669	12.687551	51.23467	-13.058439	39.526646	12.684658	51.273712	-12.563553	-0.16296841	0.7974342	3.6713943	-10.189928	-39.962906	1.8130691	297.7368092536926
27	252.0	103.70899	500.0	163.0	195.2	9.526804	212.0	181.0	252.0	195.2	53999	39.695038	12.730226	51.211143	-10.602704	39.69479	12.7278595	51.4921	-10.775014	-0.1713746	0.78552943	3.5024076	-11.386846	-40.100273	1.7615198	309.916042804718
28	215.75	37.395687	292.0	168.0	436.5	97.93187	500.0	268.0	215.75	436.5	55999	39.68531	12.8653345	51.296444	-13.933807	39.68516	12.863019	51.409542	-13.973049	-0.17030737	0.78043866	2.9912682	-7.528029	-40.078358	1.6863791	322.4331066608429
29	238.33333	51.009804	331.0	177.0	235.4	12.076423	257.0	219.0	238.33333	235.4	57999	39.851624	12.827604	51.223995	-13.202412	39.85166	12.824787	51.126537	-13.073484	-0.17907004	0.77852374	3.2576807	-6.027749	-40.23749	1.5463244	334.0670042037964
30	258.625	63.37574	365.0	174.0	219.0	14.254824	243.0	201.0	258.625	219.0	59999	39.86333	12.936017	51.343445	-12.027149	39.86314	12.93449	51.245205	-10.586723	-0.1898806	0.77228373	3.1838589	-10.668531	-40.24686	1.4632617	345.79001212120056
31	271.2857	72.91231	404.0	187.0	462.0	78.312195	500.0	240.0	271.2857	462.0	61999	40.00082	12.875162	51.26891	-13.540882	40.0009	12.873485	51.349678	-12.982052	-0.19712235	0.76549375	3.2245398	-9.045114	-40.378784	1.5069706	358.65371680259705
32	239.0	49.441887	348.0	188.0	250.1	24.61077	281.0	198.0	239.0	250.1	63999	40.068016	12.902063	51.683765	-14.514529	40.068043	12.900421	51.53476	-13.702042	-0.21135005	0.7674679	2.9922576	-10.788726	-40.429695	1.4209434	370.01892161369324
33	282.57144	83.11757	478.0	219.0	447.3	97.46389	500.0	247.0	282.57144	447.3	65999	40.112347	12.862412	51.669937	-13.241386	40.112095	12.861327	51.82002	-10.751542	-0.21681136	0.7598765	3.5918941	-6.9733176	-40.454945	1.4297324	382.4563057422638
34	313.2857	70.887665	424.0	202.0	310.9	30.500654	381.0	272.0	313.2857	310.9	67999	40.17754	12.867265	51.63233	-10.209594	40.17746	12.866315	51.73092	-9.842841	-0.21776505	0.76317006	3.7970672	-8.052542	-40.514286	1.381586	395.3600687980652
35	280.2857	63.44337	366.0	210.0	304.2	72.95177	500.0	214.0	280.2857	304.2	69999	40.1626	12.905717	51.520103	-11.773529	40.162685	12.904982	51.69913	-11.993708	-0.2393952	0.74287826	3.558539	-12.002012	-40.48258	1.3688904	407.68556332588196
36	272.42856	107.31377	500.0	172.0	274.1	19.423954	311.0	255.0	272.42856	274.1	71999	40.25293	12.806926	51.783936	-11.933823	40.2528	12.805666	51.660385	-11.799769	-0.24666092	0.7386956	3.3791766	-7.1147056	-40.580376	1.3059163	420.2629027366638
37	267.5	97.33191	500.0	188.0	493.9	11.317686	500.0	469.0	267.5	493.9	73999	40.21164	12.866358	51.750916	-12.234455	40.211784	12.86493	51.614147	-12.368482	-0.2565258	0.736205	3.156747	-7.513335	-40.51261	1.2838765	431.5599248409271
38	304.83334	77.99234	463.0	231.0	251.1	16.627989	278.0	225.0	304.83334	251.1	75999	40.25754	12.814914	51.813984	-13.089046	40.257282	12.813852	51.799618	-11.269348	-0.2499486	0.7441192	3.110588	-9.192513	-40.566376	1.376188	444.65659070014954
39	276.125	97.30935	500.0	176.0	453.0	94.424576	500.0	245.0	276.125	453.0	77999	40.417957	12.700548	51.885384	-10.835494	40.417927	12.699924	51.742035	-10.110594	-0.25551012	0.73324585	3.269502	-7.413924	-40.71339	1.202932	457.34390592575073
40	290.2857	49.95631	375.0	237.0	465.0	83.06624	500.0	219.0	290.2857	465.0	79999	40.51654	12.654009	51.90789	-11.223371	40.516773	12.652605	51.89905	-11.453314	-0.25455955	0.73078805	3.694099	-8.2427	-40.81759	1.326552	470.770055770874
41	284.14285	45.11708	362.0	202.0	377.7	93.51155	500.0	233.0	284.14285	377.7	81999	40.580734	12.669499	51.845783	-12.001516	40.58068	12.668917	51.88426	-10.610673	-0.26473182	0.7234668	3.8014777	-7.026283	-40.868587	1.1181878	483.8066554069519
42	298.66666	78.6589	458.0	214.0	460.4	82.21581	500.0	231.0	298.66666	460.4	83999	40.546326	12.71772	51.78821	-10.171059	40.54618	12.716288	51.911705	-10.423176	-0.2838651	0.72333455	4.8222265	-9.158178	-40.824913	1.122145	496.4629101753235
43	326.33334	45.37498	392.0	260.0	401.3	93.54577	500.0	241.0	326.33334	401.3	85999	40.72518	12.572971	51.958614	-15.486516	40.725098	12.571951	51.941658	-11.449423	-0.28678614	0.7199961	3.8929396	-7.3894887	-40.99367	1.1993982	509.25783920288086
44	239.5	46.994682	336.0	177.0	462.9	82.47236	500.0	234.0	239.5	462.9	87999	40.676945	12.672589	52.065254	-11.59167	40.676785	12.671952	51.91322	-10.0766535	-0.27879775	0.711036	4.193966	-9.427498	-40.94713	1.0962944	522.2314174175262
45	320.14285	62.784046	427.0	235.0	478.4	64.8	500.0	284.0	320.14285	478.4	89999	40.809174	12.555756	52.053864	-13.147244	40.80908	12.555827	52.0684	-10.692323	-0.2860893	0.71776366	4.9043374	-7.545059	-41.069836	1.1211106	535.6392464637756
46	371.4	102.12855	486.0	248.0	277.7	29.84309	336.0	225.0	371.4	277.7	91999	40.783466	12.610693	52.180805	-13.364156	40.78323	12.610154	52.026424	-11.330402	-0.3127276	0.7001903	4.093057	-7.4391165	-41.04006	1.0683125	548.7758917808533
47	292.42856	93.757835	500.0	180.0	491.1	26.7	500.0	411.0	292.42856	491.1	93999	40.87023	12.636191	52.059822	-11.277604	40.870186	12.635427	51.97733	-11.776848	-0.32355517	0.6975433	3.6496353	-6.9208603	-41.124226	1.0232147	561.7417397499084
48	344.5	115.85875	500.0	214.0	378.7	54.881783	488.0	319.0	344.5	378.7	95999	41.071686	12.510032	52.092793	-13.91622	41.071648	12.509796	52.13178	-11.428583	-0.31569538	0.7015512	3.7138305	-8.470061	-41.31706	1.2599343	574.7976260185242
49	384.4	76.227554	500.0	289.0	490.2	20.20792	500.0	440.0	384.4	490.2	97999	41.14638	12.518523	52.09339	-9.482554	41.146507	12.517707	52.466183	-9.464273	-0.32841432	0.6998959	3.0459273	-7.538661	-41.38271	1.3239509	588.1623771190643
50	351.16666	95.260025	500.0	237.0	479.6	61.2	500.0	296.0	351.16666	479.6	99999	41.12796	12.560138	52.201015	-11.270947	41.127808	12.56002	52.35302	-11.402931	-0.30774564	0.70679504	3.7290096	-7.0040736	-41.37263	1.3595364	601.8210113048553
51	332.83334	90.61534	500.0	234.0	472.8	49.76103	500.0	372.0	332.83334	472.8	101999	41.25034	12.510379	52.267975	-12.687748	41.250256	12.50916	52.28091	-12.810466	-0.3294471	0.6881391	4.6992006	-8.186044	-41.498997	1.1713415	615.4330730438232
52	418.75	61.393707	500.0	327.0	500.0	0.0	500.0	500.0	418.75	500.0	103999	41.344738	12.509556	52.317554	-10.738718	41.34461	12.509216	52.186783	-10.833911	-0.30561045	0.7124768	4.140864	-8.650548	-41.582546	1.1805503	629.1220149993896
53	420.2	65.56341	500.0	355.0	478.6	64.200005	500.0	286.0	420.2	478.6	105999	41.48327	12.48487	52.475834	-15.449589	41.483353	12.484348	52.459152	-14.637278	-0.30816457	0.7057545	4.558347	-8.500804	-41.72229	1.3129594	642.7564294338226
54	384.83334	72.9941	500.0	265.0	500.0	0.0	500.0	500.0	384.83334	500.0	107999	41.666836	12.410463	52.418766	-8.790685	41.666737	12.409972	52.441544	-9.684598	-0.3079456	0.6999319	5.0116897	-7.1411495	-41.911663	1.0525144	657.3617446422577
55	368.6	71.870995	500.0	292.0	297.4	44.481907	406.0	253.0	368.6	297.4	109999	41.83338	12.384123	52.274216	-7.965649	41.83336	12.38384	52.524067	-8.179396	-0.3120581	0.68963534	4.354143	-7.0574603	-42.061905	1.399451	672.1323752403259
56	387.4	84.37203	500.0	257.0	461.9	77.333626	500.0	280.0	387.4	461.9	111999	41.847084	12.4203415	52.46927	-9.494715	41.846893	12.420529	52.39425	-10.006235	-0.31213793	0.70186484	3.84491	-6.527915	-42.08061	1.1927068	685.5581464767456
57	457.0	37.98026	500.0	413.0	383.3	81.65666	500.0	261.0	457.0	383.3	113999	42.101974	12.318706	52.55502	-15.073098	42.101818	12.31811	52.582207	-13.543169	-0.2931329	0.6995588	3.705089	-7.0255456	-42.33432	1.1161147	699.3734669685364
58	407.6	113.802635	500.0	250.0	500.0	0.0	500.0	500.0	407.6	500.0	115999	42.20004	12.351308	52.70799	-10.54447	42.200096	12.350893	52.580063	-9.660147	-0.310458	0.7062009	4.523468	-7.626211	-42.422043	1.4137504	712.4866478443146
59	475.4	49.2	500.0	377.0	409.4	114.80174	500.0	244.0	475.4	409.4	117999	42.365875	12.238363	52.52378	-13.760097	42.365936	12.237534	52.53568	-11.55475	-0.32208484	0.6913232	4.037381	-7.854491	-42.579643	1.3368485	725.4822247028351
60	464.25	61.920815	500.0	357.0	500.0	0.0	500.0	500.0	464.25	500.0	119999	42.476337	12.227987	52.664383	-10.157952	42.476246	12.228014	52.692837	-9.217037	-0.32371256	0.68409353	4.1226363	-8.627356	-42.685688	1.5008789	738.5669350624084
61	445.25	94.82978	500.0	281.0	500.0	0.0	500.0	500.0	445.25	500.0	121999	42.590424	12.151348	52.505733	-12.351369	42.590538	12.150825	52.610043	-10.566758	-0.3336799	0.69117445	4.58755	-8.434824	-42.800148	1.4775271	752.3254978656769
62	499.5	0.8660254	500.0	498.0	500.0	0.0	500.0	500.0	499.5	500.0	123999	42.646008	12.165401	52.51275	-11.361197	42.645813	12.165202	52.56067	-9.999335	-0.31951627	0.68604255	3.8239694	-7.6700845	-42.864124	1.8446993	766.1261909008026
63	482.25	30.743902	500.0	429.0	498.0	6.0	500.0	480.0	482.25	498.0	125999	42.775166	12.055012	52.650726	-11.186051	42.77517	12.054263	52.62681	-10.350575	-0.32881442	0.6821206	4.335108	-7.442877	-42.98771	1.9862988	779.2080087661743
64	472.6	36.450516	500.0	409.0	500.0	0.0	500.0	500.0	472.6	500.0	127999	42.89968	11.965374	52.457745	-9.694403	42.899727	11.964737	52.521736	-9.299719	-0.3342459	0.68090993	3.7807758	-10.373766	-43.101616	1.672011	792.2290840148926
65	500.0	0.0	500.0	500.0	500.0	0.0	500.0	500.0	500.0	500.0	129999	42.942326	12.023604	52.734787	-9.833867	42.942146	12.022783	52.758812	-11.1995945	-0.32710284	0.68637294	4.349654	-7.250583	-43.148533	2.2573988	805.7890424728394
66	496.25	4.145781	500.0	490.0	500.0	0.0	500.0	500.0	496.25	500.0	131999	43.04333	11.944149	52.826412	-9.09179	43.043457	11.943876	52.761032	-10.30253	-0.334601	0.675312	4.0783315	-6.932746	-43.247116	1.7367524	818.9842610359192
67	417.0	94.86622	500.0	247.0	500.0	0.0	500.0	500.0	417.0	500.0	133999	43.065895	11.918928	53.704315	-14.598408	43.066006	11.918259	53.476025	-12.025255	-0.3362536	0.67800504	3.62189	-7.6272707	-43.26985	2.4460456	832.2922742366791
68	429.25	68.888954	500.0	320.0	500.0	0.0	500.0	500.0	429.25	500.0	135999	43.17737	11.821728	53.293518	-9.339408	43.177242	11.820991	53.145638	-8.085717	-0.34443578	0.66953623	3.7436786	-8.212832	-43.372	2.1691477	846.0961329936981
69	446.4	107.2	500.0	232.0	500.0	0.0	500.0	500.0	446.4	500.0	137999	43.251232	11.796563	53.12951	-11.670955	43.251247	11.796238	52.974415	-10.938064	-0.34792522	0.67620534	4.07707	-8.7283945	-43.45137	2.2670767	859.6870069503784
70	499.5	0.8660254	500.0	498.0	500.0	0.0	500.0	500.0	499.5	500.0	139999	43.36481	11.762683	53.317966	-8.51009	43.36484	11.762292	52.94986	-7.882456	-0.34889436	0.66696155	4.679757	-9.044043	-43.562912	2.331132	873.8617150783539
71	472.75	47.198383	500.0	391.0	500.0	0.0	500.0	500.0	472.75	500.0	141999	43.421585	11.732491	52.85716	-10.247922	43.42162	11.731869	52.8181	-10.125598	-0.35847023	0.6656655	4.161248	-6.6194773	-43.60444	2.1145809	887.7157254219055
72	500.0	0.0	500.0	500.0	500.0	0.0	500.0	500.0	500.0	500.0	143999	43.522278	11.64495	53.132843	-8.26159	43.522285	11.643828	52.86106	-8.224326	-0.34855306	0.66763306	3.5757673	-7.9764047	-43.71382	2.6363163	902.4079372882843
73	476.5	40.703194	500.0	406.0	500.0	0.0	500.0	500.0	476.5	500.0	145999	43.57585	11.632033	52.818146	-8.982282	43.575573	11.63208	52.689526	-8.9575615	-0.33410373	0.69019055	4.6924367	-6.9037538	-43.762672	2.657585	916.5796232223511
74	434.8	84.773575	500.0	292.0	500.0	0.0	500.0	500.0	434.8	500.0	147999	43.65693	11.60099	52.521046	-8.202588	43.65715	11.600176	52.799507	-8.239734	-0.34577605	0.67738545	4.5549655	-7.925851	-43.84533	1.8789932	930.6208972930908
75	500.0	0.0	500.0	500.0	500.0	0.0	500.0	500.0	500.0	500.0	149999	43.689495	11.596336	52.819164	-11.090325	43.68944	11.595246	52.807487	-9.5134115	-0.3364019	0.67111284	5.219772	-7.98841	-43.879173	3.120908	944.4674189090729
76	500.0	0.0	500.0	500.0	500.0	0.0	500.0	500.0	500.0	500.0	151999	43.74209	11.549119	52.85714	-13.018328	43.741947	11.5488	52.634254	-12.107086	-0.3493416	0.6715352	3.7399611	-7.127768	-43.920288	2.4253793	958.3704266548157
77	500.0	0.0	500.0	500.0	500.0	0.0	500.0	500.0	500.0	500.0	153999	43.803238	11.5184765	52.635246	-12.977087	43.80336	11.518144	52.547497	-11.917086	-0.34734267	0.67398834	3.7734606	-7.24409	-43.98806	2.98607	972.3765504360199
78	447.25	91.36568	500.0	289.0	500.0	0.0	500.0	500.0	447.25	500.0	155999	43.847507	11.449494	52.62341	-7.561452	43.847717	11.44925	52.41068	-7.263311	-0.34103227	0.67179006	3.189894	-8.320936	-44.03715	2.5543602	986.329437494278
79	492.25	13.423394	500.0	469.0	500.0	0.0	500.0	500.0	492.25	500.0	157999	43.99168	11.420243	52.414448	-9.482737	43.991615	11.419559	52.297573	-9.946703	-0.34999683	0.6710522	3.9736574	-6.97999	-44.177025	2.207547	999.6068122386932
80	471.0	50.229473	500.0	384.0	500.0	0.0	500.0	500.0	471.0	500.0	159999	44.027985	11.412528	52.33833	-8.668558	44.027973	11.412498	52.495872	-10.21938	-0.345029	0.6771446	3.7003033	-7.146838	-44.20035	2.4771109	1014.1202139854431
81	500.0	0.0	500.0	500.0	500.0	0.0	500.0	500.0	500.0	500.0	161999	44.147526	11.2814865	52.318188	-9.80179	44.14747	11.280736	52.302715	-9.582545	-0.36293536	0.6607713	4.0697565	-7.371158	-44.31518	3.21689	1027.8783686161041
82	500.0	0.0	500.0	500.0	500.0	0.0	500.0	500.0	500.0	500.0	163999	44.101837	11.271391	52.20028	-8.331643	44.101944	11.270846	52.09934	-9.289571	-0.3555639	0.6572964	4.59079	-7.8249254	-44.288467	3.1726158	1041.8976354599
83	500.0	0.0	500.0	500.0	500.0	0.0	500.0	500.0	500.0	500.0	165999	44.235115	11.200278	52.248882	-8.084665	44.235027	11.199769	52.46507	-7.012924	-0.36319742	0.660641	4.106985	-6.987627	-44.415222	2.7470725	1056.1895904541016
84	456.6	86.799995	500.0	283.0	500.0	0.0	500.0	500.0	456.6	500.0	167999	44.30089	11.139624	52.408005	-7.6647496	44.300842	11.139641	52.425934	-6.7946	-0.38603225	0.641391	3.9746711	-7.328218	-44.469467	2.997094	1069.667320728302
85	463.0	64.08588	500.0	352.0	500.0	0.0	500.0	500.0	463.0	500.0	169999	44.298737	11.114018	52.24931	-12.419899	44.298767	11.113961	52.26716	-10.793333	-0.37639493	0.6485612	4.2995143	-8.220848	-44.4648	3.1476939	1083.5942559242249
86	482.0	31.176914	500.0	428.0	500.0	0.0	500.0	500.0	482.0	500.0	171999	44.31799	11.048202	52.103237	-8.487488	44.317905	11.04753	51.99483	-8.101414	-0.38616377	0.6491536	3.1547122	-8.8203	-44.482018	3.6951728	1097.9668455123901
87	442.4	78.104034	500.0	303.0	500.0	0.0	500.0	500.0	442.4	500.0	173999	44.318745	10.9637165	52.24481	-12.602349	44.318707	10.963687	52.197346	-10.474121	-0.38641518	0.65091676	3.451358	-5.4775333	-44.48104	3.3400872	1112.8891305923462
88	424.75	82.405624	500.0	302.0	500.0	0.0	500.0	500.0	424.75	500.0	175999	44.279167	10.919248	51.930504	-7.401634	44.279163	10.919342	51.880863	-8.030331	-0.37827554	0.6456758	3.773819	-7.804033	-44.44685	3.9224896	1127.7298662662506
89	489.2	21.599998	500.0	446.0	500.0	0.0	500.0	500.0	489.2	500.0	177999	44.299828	10.922361	51.78856	-9.211559	44.299896	10.921744	51.73808	-8.034751	-0.37990296	0.6480299	3.7724795	-7.742879	-44.469376	2.9362147	1142.68962931633
90	459.0	71.014084	500.0	336.0	500.0	0.0	500.0	500.0	459.0	500.0	179999	44.39215	10.908261	51.813477	-8.732515	44.392166	10.908276	51.789818	-7.700808	-0.3748266	0.6518738	3.9745872	-8.459541	-44.550457	3.4947853	1158.6121306419373
91	399.2	123.494774	500.0	243.0	500.0	0.0	500.0	500.0	399.2	500.0	181999	44.45782	10.84915	51.97043	-7.978382	44.45752	10.848948	51.780483	-7.514673	-0.3783108	0.65657324	4.2026873	-8.490679	-44.61423	3.564476	1174.4078361988068
92	500.0	0.0	500.0	500.0	500.0	0.0	500.0	500.0	500.0	500.0	183999	44.474983	10.837898	51.867466	-8.3325	44.47496	10.837545	51.81139	-10.426085	-0.39225882	0.63819677	4.444229	-6.0555525	-44.640015	3.5739765	1189.2868192195892
93	471.75	48.930435	500.0	387.0	500.0	0.0	500.0	500.0	471.75	500.0	185999	44.439457	10.869843	51.845787	-16.292055	44.439384	10.869986	51.87233	-13.512081	-0.37869668	0.65093464	4.3371663	-6.1538	-44.596268	3.4919863	1204.1163492202759
94	498.0	3.4641016	500.0	492.0	500.0	0.0	500.0	500.0	498.0	500.0	187999	44.52945	10.689514	51.87062	-13.176281	44.529625	10.689055	51.725636	-11.024708	-0.38602537	0.641579	4.0389166	-6.919377	-44.686234	3.738916	1218.8149180412292
95	500.0	0.0	500.0	500.0	500.0	0.0	500.0	500.0	500.0	500.0	189999	44.496166	10.7082615	51.76565	-8.0663185	44.496304	10.707551	51.61624	-7.708436	-0.36943775	0.6577891	3.342998	-7.2469993	-44.65268	3.4937434	1233.6448092460632
96	443.6	112.8	500.0	218.0	500.0	0.0	500.0	500.0	443.6	500.0	191999	44.605305	10.641231	51.841564	-7.709202	44.60524	10.640499	51.88252	-7.671389	-0.3834659	0.6570611	3.5398035	-9.916242	-44.75339	3.9052076	1247.8430275917053
97	500.0	0.0	500.0	500.0	500.0	0.0	500.0	500.0	500.0	500.0	193999	44.663845	10.530735	51.67898	-12.665091	44.663746	10.530134	51.63853	-9.950955	-0.38662332	0.6485917	4.041271	-8.877921	-44.822056	3.9440825	1262.6410121917725
98	500.0	0.0	500.0	500.0	500.0	0.0	500.0	500.0	500.0	500.0	195999	44.719822	10.574475	51.67544	-10.675175	44.71961	10.575006	51.721855	-8.061439	-0.39544576	0.6334535	3.3452578	-7.1611958	-44.876167	3.3377438	1277.3875632286072
99	491.75	14.289419	500.0	467.0	500.0	0.0	500.0	500.0	491.75	500.0	197999	44.76991	10.544893	51.867104	-13.592333	44.769985	10.544889	51.719246	-12.200774	-0.40275773	0.63026637	3.466784	-7.3509207	-44.92357	3.7983222	1291.540778875351
100	468.25	54.992615	500.0	373.0	500.0	0.0	500.0	500.0	468.25	500.0	199999	44.737686	10.505283	51.807804	-7.448956	44.737846	10.50514	51.505512	-7.9679313	-0.38297096	0.6312219	2.9509761	-9.279417	-44.89102	4.38605	1306.5037865638733
